,score,protected_class,label
55184,0.745,0,1
55185,0.42,0,0
55186,0.47,0,1
55187,0.69,0,1
55188,0.895,0,1
55189,0.745,0,1
55190,0.685,0,1
55191,0.405,0,1
55192,0.175,0,0
55193,0.135,0,0
55194,0.77,0,1
55195,0.065,0,0
55196,0.94,0,1
55197,0.235,0,0
55198,0.66,0,1
55199,0.29,0,1
55200,0.83,0,1
55201,0.205,0,0
55202,0.16,0,0
55203,0.075,0,1
55204,0.77,0,1
55205,0.525,0,1
55206,0.79,0,1
55207,0.59,0,0
55208,0.08,0,0
55209,0.79,0,1
55210,0.105,0,0
55211,0.56,0,1
55212,0.56,0,1
55213,0.555,0,1
55214,0.74,0,1
55215,0.035,0,0
55216,0.45,0,1
55217,0.535,0,1
55218,0.88,0,0
55219,0.855,0,1
55220,0.33,0,1
55221,0.98,0,1
55222,0.2,0,0
55223,0.135,0,0
55224,0.125,0,0
55225,0.24,0,0
55226,0.32,0,1
55227,0.865,0,1
55228,0.785,0,0
55229,0.965,0,1
55230,0.91,0,1
55231,0.02,0,0
55232,0.45,0,1
55233,0.22,0,0
55234,0.4,0,1
55235,0.58,0,1
55236,0.955,0,1
55237,0.065,1,0
55238,0.98,0,1
55239,0.445,0,1
55240,0.33,0,0
55241,0.705,0,1
55242,0.445,0,1
55243,0.205,0,0
55244,0.3,0,0
55245,0.39,0,0
55246,0.85,0,1
55247,0.535,0,1
55248,0.355,0,0
55249,0.445,0,1
55250,0.675,0,1
55251,0.9,1,1
55252,0.44,0,1
55253,0.085,0,0
55254,0.52,0,1
55255,0.785,0,1
55256,0.6,0,1
55257,0.015,0,0
55258,0.945,0,1
55259,0.58,0,1
55260,0.765,1,1
55261,0.085,0,1
55262,0.335,0,1
55263,0.24,0,1
55264,0.52,1,1
55265,0.43,1,1
55266,0.65,0,1
55267,0.47,1,0
55268,0.23,0,0
55269,0.46,0,0
55270,0.445,0,1
55271,0.07,0,0
55272,0.295,0,0
55273,0.39,0,1
55274,0.215,0,0
55275,0.255,0,0
55276,0.255,0,0
55277,0.41,0,1
55278,0.215,0,0
55279,0.93,0,1
55280,0.935,0,1
55281,0.24,0,0
55282,0.46,0,1
55283,0.56,0,0
55284,0.675,0,1
55285,0.31,0,1
55286,0.365,0,1
55287,0.63,0,1
55288,0.4,0,1
55289,0.495,0,1
55290,0.495,0,1
55291,0.33,0,0
55292,0.945,0,1
55293,0.63,0,1
55294,0.64,0,1
55295,0.08,0,0
55296,0.915,0,1
55297,0.645,0,1
55298,0.57,0,1
55299,0.225,0,0
55300,0.77,0,0
55301,0.73,0,1
55302,0.96,0,1
55303,0.9,0,1
55304,0.23,0,1
55305,0.675,1,1
55306,0.86,0,1
55307,0.49,0,1
55308,0.57,1,1
55309,0.835,0,1
55310,0.855,0,1
55311,0.815,0,0
55312,0.135,0,0
55313,0.46,0,1
55314,0.8,0,1
55315,0.03,0,0
55316,0.805,0,1
55317,0.855,1,1
55318,0.335,0,1
55319,0.43,0,1
55320,0.58,0,1
55321,0.48,1,1
55322,0.27,0,0
55323,0.18,0,0
55324,0.485,0,1
55325,0.12,0,0
55326,0.73,0,1
55327,0.035,0,0
55328,0.34,0,0
55329,0.79,0,1
55330,0.29,1,0
55331,0.11,0,0
55332,0.23,0,0
55333,0.055,0,0
55334,0.43,0,1
55335,0.4,1,0
55336,0.205,0,0
55337,0.05,0,0
55338,0.175,0,1
55339,0.74,0,1
55340,0.29,0,0
55341,0.03,0,0
55342,0.435,0,1
55343,0.19,0,0
55344,0.58,0,1
55345,0.69,0,1
55346,0.805,0,1
55347,0.895,0,1
55348,0.295,0,0
55349,0.21,0,0
55350,0.535,0,1
55351,0.84,0,1
55352,0.885,0,1
55353,0.07,0,0
55354,0.24,1,0
55355,0.835,0,1
55356,0.7,0,1
55357,0.28,0,1
55358,0.575,0,1
55359,0.01,0,0
55360,0.98,1,1
55361,0.58,0,1
55362,0.225,0,0
55363,0.585,0,1
55364,0.22,0,0
55365,0.945,0,1
55366,0.465,0,1
55367,0.32,0,1
55368,0.035,0,0
55369,0.25,0,1
55370,0.055,0,0
55371,0.635,0,1
55372,0.45,0,1
55373,0.635,0,1
55374,0.36,0,0
55375,0.945,0,1
55376,0.335,0,0
55377,0.365,0,1
55378,0.42,0,1
55379,0.955,0,1
55380,0.09,0,0
55381,0.45,0,1
55382,0.275,0,1
55383,0.635,0,1
55384,0.585,0,1
55385,0.38,1,1
55386,0.42,0,1
55387,0.085,0,0
55388,0.695,0,1
55389,0.945,0,1
55390,0.295,0,1
55391,0.295,0,1
55392,0.135,0,0
55393,0.105,0,0
55394,0.735,0,1
55395,0.09,0,0
55396,0.745,0,1
55397,0.8,0,1
55398,0.395,0,1
55399,0.455,0,1
55400,0.765,0,1
55401,0.575,0,1
55402,0.025,0,0
55403,0.38,0,1
55404,0.885,0,1
55405,0.44,1,1
55406,0.14,0,0
55407,0.95,0,1
55408,0.175,0,1
55409,0.78,0,1
55410,0.335,0,0
55411,0.46,0,0
55412,0.325,0,1
55413,0.24,0,0
55414,0.66,0,1
55415,0.505,0,1
55416,0.555,0,0
55417,0.32,0,1
55418,0.275,0,0
55419,0.9,0,1
55420,0.54,0,1
55421,0.865,0,1
55422,0.895,0,1
55423,0.295,0,1
55424,0.425,0,1
55425,0.11,0,0
55426,0.43,0,1
55427,0.605,0,1
55428,0.55,0,1
55429,0.935,0,1
55430,0.45,0,0
55431,0.755,0,1
55432,0.12,0,0
55433,0.59,0,0
55434,0.58,0,1
55435,0.15,0,0
55436,0.98,0,0
55437,0.17,0,0
55438,0.13,0,0
55439,0.28,0,0
55440,0.9,0,1
55441,0.855,0,1
55442,0.75,0,1
55443,0.02,0,0
55444,0.11,0,1
55445,0.5,0,1
55446,0.75,0,1
55447,0.96,0,1
55448,0.705,0,1
55449,0.13,0,0
55450,0.78,0,1
55451,0.835,0,1
55452,0.605,0,1
55453,0.485,0,1
55454,0.685,0,1
55455,0.48,0,1
55456,0.2,0,1
55457,0.2,0,0
55458,0.755,0,1
55459,0.3,0,1
55460,0.475,0,1
55461,0.32,0,1
55462,0.22,0,1
55463,0.465,0,1
55464,0.55,0,1
55465,0.83,0,1
55466,0.41,0,0
55467,0.495,0,1
55468,0.79,0,1
55469,0.055,0,0
55470,0.575,0,1
55471,0.14,0,0
55472,0.445,0,1
55473,0.68,0,1
55474,0.255,0,0
55475,0.4,0,0
55476,0.07,0,0
55477,0.535,0,1
55478,0.01,0,0
55479,0.53,0,1
55480,0.36,0,1
55481,0.29,0,0
55482,0.855,0,1
55483,0.855,0,1
55484,0.305,0,1
55485,0.225,0,0
55486,0.46,0,1
55487,0.205,0,0
55488,0.96,0,1
55489,0.295,0,1
55490,0.735,0,1
55491,0.585,0,1
55492,0.475,0,0
55493,0.905,0,1
55494,0.78,0,1
55495,0.185,0,0
55496,0.565,0,1
55497,0.71,0,1
55498,0.31,0,0
55499,0.47,0,1
55500,0.855,0,1
55501,0.26,0,0
55502,0.58,0,1
55503,0.17,0,0
55504,0.42,0,1
55505,0.34,0,1
55506,0.055,0,0
55507,0.465,0,0
55508,0.075,0,0
55509,0.585,0,1
55510,0.17,0,0
55511,0.06,0,0
55512,0.6,0,1
55513,0.04,0,0
55514,0.31,0,1
55515,0.3,0,0
55516,0.24,0,1
55517,0.48,0,1
55518,0.78,0,1
55519,0.145,0,0
55520,0.82,0,1
55521,0.035,0,0
55522,0.25,0,1
55523,0.355,0,0
55524,0.435,0,1
55525,0.41,0,1
55526,0.87,0,1
55527,0.46,0,1
55528,0.24,0,0
55529,0.915,0,1
55530,0.49,0,1
55531,0.29,0,1
55532,0.6,0,1
55533,0.32,0,1
55534,0.855,0,1
55535,0.625,0,1
55536,0.345,0,1
55537,0.09,0,0
55538,0.89,0,1
55539,0.2,0,0
55540,0.015,0,0
55541,0.435,0,1
55542,0.445,0,1
55543,0.975,0,1
55544,0.84,0,1
55545,0.23,0,1
55546,0.7,0,1
55547,0.21,0,1
55548,0.36,0,1
55549,0.37,0,0
55550,0.455,0,0
55551,0.9,0,1
55552,0.47,0,1
55553,0.6,0,1
55554,0.165,0,0
55555,0.24,0,0
55556,0.24,0,0
55557,0.07,0,0
55558,0.15,0,0
55559,0.02,0,0
55560,0.32,0,1
55561,0.51,0,1
55562,0.145,0,0
55563,0.205,0,0
55564,0.53,0,1
55565,0.21,0,1
55566,0.835,0,1
55567,0.22,0,1
55568,0.165,0,0
55569,0.08,0,0
55570,0.69,0,1
55571,0.69,0,0
55572,0.985,0,1
55573,0.745,0,1
55574,0.885,0,1
55575,0.835,0,1
55576,0.97,0,1
55577,0.12,0,0
55578,0.665,0,1
55579,0.205,0,0
55580,0.635,0,1
55581,0.98,0,1
55582,0.88,0,1
55583,0.905,0,1
55584,0.72,0,1
55585,0.7,0,1
55586,0.93,0,1
55587,0.175,0,0
55588,0.54,0,1
55589,0.04,0,0
55590,0.8,0,1
55591,0.08,0,0
55592,0.855,0,1
55593,0.885,0,1
55594,0.22,0,0
55595,0.395,1,1
55596,0.465,0,1
55597,0.425,0,1
55598,0.46,0,1
55599,0.755,0,1
55600,0.03,0,0
55601,0.085,0,0
55602,0.195,0,0
55603,0.395,1,1
55604,0.21,0,0
55605,0.09,0,1
55606,0.245,0,1
55607,0.18,0,0
55608,0.36,0,1
55609,0.5,0,0
55610,0.785,0,1
55611,0.41,0,1
55612,0.31,0,0
55613,0.355,0,0
55614,0.985,0,1
55615,0.79,0,1
55616,0.83,0,1
55617,0.51,0,1
55618,0.235,0,0
55619,0.185,0,0
55620,0.44,0,1
55621,0.12,0,1
55622,0.21,0,0
55623,0.445,0,1
55624,0.05,0,0
55625,0.49,0,1
55626,0.04,0,1
55627,0.835,0,1
55628,0.745,0,1
55629,0.675,0,1
55630,0.675,0,1
55631,0.445,0,1
55632,0.38,0,1
55633,0.36,0,1
55634,0.61,0,1
55635,0.29,0,1
55636,0.43,0,1
55637,0.215,0,0
55638,0.69,0,1
55639,0.825,0,1
55640,0.11,0,0
55641,0.14,0,0
55642,0.61,0,1
55643,0.19,0,0
55644,0.195,1,0
55645,0.485,0,1
55646,0.71,0,1
55647,0.56,0,0
55648,0.43,0,1
55649,0.095,0,0
55650,0.765,0,1
55651,0.04,0,0
55652,0.52,0,1
55653,0.785,0,1
55654,0.62,0,0
55655,0.495,0,0
55656,0.2,0,0
55657,0.265,0,1
55658,0.11,0,0
55659,0.325,0,1
55660,0.975,0,1
55661,0.465,0,1
55662,0.14,0,0
55663,0.37,0,1
55664,0.965,1,1
55665,0.22,0,0
55666,0.79,0,1
55667,0.095,0,0
55668,0.96,0,1
55669,0.69,0,1
55670,0.11,0,0
55671,0.15,0,1
55672,0.815,0,1
55673,0.585,0,1
55674,0.295,0,1
55675,0.975,0,1
55676,0.57,0,1
55677,0.675,0,1
55678,0.015,0,0
55679,0.28,0,0
55680,0.945,0,1
55681,0.805,0,1
55682,0.12,0,0
55683,0.06,0,0
55684,0.52,0,1
55685,0.055,0,0
55686,0.455,0,1
55687,0.035,0,0
55688,0.77,0,1
55689,0.095,0,0
55690,0.19,0,0
55691,0.73,0,1
55692,0.46,0,1
55693,0.96,0,1
55694,0.49,0,1
55695,0.175,0,0
55696,0.79,0,0
55697,0.28,0,1
55698,0.6,0,1
55699,0.43,0,1
55700,0.03,0,0
55701,0.59,0,1
55702,0.43,0,1
55703,0.885,0,1
55704,0.03,0,0
55705,0.42,0,0
55706,0.37,0,1
55707,0.695,0,0
55708,0.48,0,1
55709,0.125,0,0
55710,0.15,0,0
55711,0.935,0,1
55712,0.26,0,0
55713,0.72,0,1
55714,0.945,0,1
55715,0.175,0,1
55716,0.17,0,0
55717,0.225,0,1
55718,0.415,0,1
55719,0.24,0,0
55720,0.325,0,0
55721,0.27,0,1
55722,0.36,0,0
55723,0.275,0,1
55724,0.385,0,0
55725,0.695,0,1
55726,0.65,0,1
55727,0.79,0,1
55728,0.885,0,1
55729,0.02,0,0
55730,0.6,0,0
55731,0.55,0,1
55732,0.535,0,1
55733,0.98,0,1
55734,0.52,1,1
55735,0.75,0,1
55736,0.795,0,1
55737,0.235,1,0
55738,0.82,0,1
55739,0.79,0,1
55740,0.695,0,1
55741,0.72,0,1
55742,0.37,0,1
55743,0.04,0,0
55744,0.35,0,0
55745,0.77,0,1
55746,0.6,0,1
55747,0.2,0,0
55748,0.895,0,1
55749,0.87,0,1
55750,0.39,0,1
55751,0.875,0,1
55752,0.06,0,0
55753,0.525,0,1
55754,0.745,0,1
55755,0.8,0,1
55756,0.38,0,1
55757,0.57,0,1
55758,0.26,0,1
55759,0.225,0,0
55760,0.78,0,1
55761,0.05,0,0
55762,0.84,0,1
55763,0.44,0,1
55764,0.73,0,1
55765,0.04,0,0
55766,0.43,0,1
55767,0.695,0,1
55768,0.245,0,0
55769,0.815,0,1
55770,0.94,0,1
55771,0.075,0,0
55772,0.29,0,0
55773,0.385,0,1
55774,0.36,0,0
55775,0.08,0,0
55776,0.895,0,1
55777,0.01,0,0
55778,0.035,0,0
55779,0.625,0,1
55780,0.275,0,1
55781,0.25,0,1
55782,0.42,0,1
55783,0.73,0,1
55784,0.2,0,1
55785,0.75,0,1
55786,0.95,0,1
55787,0.945,0,1
55788,0.42,0,1
55789,0.295,1,1
55790,0.66,0,1
55791,0.78,0,1
55792,0.215,0,0
55793,0.075,0,0
55794,0.77,1,1
55795,0.875,0,1
55796,0.985,0,1
55797,0.39,0,0
55798,0.35,0,0
55799,0.54,0,1
55800,0.755,0,0
55801,0.43,0,0
55802,0.905,0,1
55803,0.07,0,0
55804,0.45,0,1
55805,0.64,0,1
55806,0.42,0,1
55807,0.855,0,1
55808,0.43,0,0
55809,0.22,0,0
55810,0.455,0,1
55811,0.935,0,1
55812,0.08,0,0
55813,0.58,0,1
55814,0.675,0,1
55815,0.035,0,0
55816,0.375,0,1
55817,0.49,0,1
55818,0.965,0,1
55819,0.395,0,0
55820,0.015,0,0
55821,0.04,0,0
55822,0.22,0,1
55823,0.405,0,0
55824,0.27,0,1
55825,0.7,1,1
55826,0.265,0,0
55827,0.25,0,1
55828,0.07,0,0
55829,0.505,0,0
55830,0.77,0,1
55831,0.98,0,1
55832,0.48,0,1
55833,0.435,0,1
55834,0.1,0,0
55835,0.84,0,1
55836,0.225,0,0
55837,0.43,0,1
55838,0.65,0,1
55839,0.215,0,0
55840,0.135,0,0
55841,0.4,0,1
55842,0.69,0,1
55843,0.665,0,1
55844,0.495,0,0
55845,0.795,0,1
55846,0.885,0,1
55847,0.935,0,1
55848,0.865,0,0
55849,0.555,0,1
55850,0.045,0,0
55851,0.19,0,0
55852,0.69,0,1
55853,0.28,0,0
55854,0.295,0,1
55855,0.12,0,0
55856,0.69,0,1
55857,0.875,0,1
55858,0.225,0,0
55859,0.955,0,1
55860,0.45,0,1
55861,0.77,0,1
55862,0.165,0,0
55863,0.72,0,0
55864,0.2,0,0
55865,0.225,0,1
55866,0.35,0,0
55867,0.72,0,1
55868,0.25,0,0
55869,0.545,1,1
55870,0.27,0,0
55871,0.36,0,1
55872,0.38,0,1
55873,0.58,0,1
55874,0.76,0,1
55875,0.105,0,0
55876,0.875,0,1
55877,0.635,0,1
55878,0.8,0,1
55879,0.57,0,1
55880,0.18,1,0
55881,0.73,0,1
55882,0.795,0,1
55883,0.765,0,1
55884,0.23,0,0
55885,0.895,0,1
55886,0.43,0,1
55887,0.45,0,1
55888,0.09,0,1
55889,0.49,0,1
55890,0.03,0,0
55891,0.39,0,1
55892,0.72,0,1
55893,0.89,0,1
55894,0.34,0,1
55895,0.825,0,1
55896,0.22,0,0
55897,0.985,0,1
55898,0.825,0,1
55899,0.765,0,1
55900,0.23,0,1
55901,0.59,0,1
55902,0.25,0,1
55903,0.78,0,1
55904,0.81,0,1
55905,0.085,0,0
55906,0.765,0,1
55907,0.2,0,0
55908,0.675,0,1
55909,0.235,0,1
55910,0.25,0,0
55911,0.59,0,1
55912,0.05,0,0
55913,0.785,0,1
55914,0.345,0,1
55915,0.96,0,1
55916,0.43,0,1
55917,0.08,0,0
55918,0.055,0,0
55919,0.465,0,1
55920,0.42,0,1
55921,0.97,0,1
55922,0.49,1,1
55923,0.01,0,0
55924,0.465,0,1
55925,0.195,0,1
55926,0.885,0,1
55927,0.13,0,1
55928,0.36,0,1
55929,0.17,0,0
55930,0.39,0,1
55931,0.535,0,1
55932,0.11,0,0
55933,0.3,0,0
55934,0.5,0,1
55935,0.605,0,0
55936,0.04,0,0
55937,0.86,0,1
55938,0.18,0,0
55939,0.195,0,0
55940,0.15,0,0
55941,0.47,0,0
55942,0.285,0,1
55943,0.62,0,1
55944,0.495,0,1
55945,0.415,1,0
55946,0.42,0,1
55947,0.21,0,0
55948,0.53,0,1
55949,0.74,0,1
55950,0.055,0,0
55951,0.73,0,1
55952,0.07,0,0
55953,0.835,0,1
55954,0.09,1,0
55955,0.865,0,1
55956,0.235,0,0
55957,0.28,0,1
55958,0.485,0,1
55959,0.18,0,0
55960,0.325,0,1
55961,0.2,0,0
55962,0.89,0,1
55963,0.53,0,0
55964,0.145,0,0
55965,0.93,0,1
55966,0.755,0,1
55967,0.535,0,1
55968,0.645,0,1
55969,0.585,0,1
55970,0.235,0,1
55971,0.01,0,0
55972,0.62,0,1
55973,0.61,0,1
55974,0.06,0,0
55975,0.075,0,0
55976,0.24,0,0
55977,0.095,0,0
55978,0.05,0,0
55979,0.77,0,1
55980,0.85,0,1
55981,0.8,0,1
55982,0.4,0,0
55983,0.345,0,1
55984,0.475,0,1
55985,0.675,0,1
55986,0.54,0,1
55987,0.205,0,0
55988,0.485,0,1
55989,0.71,0,1
55990,0.595,0,1
55991,0.8,0,1
55992,0.84,0,1
55993,0.365,0,0
55994,0.285,0,1
55995,0.48,0,1
55996,0.68,0,1
55997,0.29,0,1
55998,0.12,0,0
55999,0.195,0,0
56000,0.265,0,1
56001,0.31,0,1
56002,0.285,0,0
56003,0.825,0,1
56004,0.045,0,0
56005,0.13,0,0
56006,0.635,0,1
56007,0.74,0,1
56008,0.19,0,0
56009,0.36,0,1
56010,0.45,0,0
56011,0.13,0,0
56012,0.405,0,1
56013,0.78,0,1
56014,0.885,0,1
56015,0.185,0,0
56016,0.56,0,1
56017,0.69,0,1
56018,0.555,0,1
56019,0.675,0,1
56020,0.2,0,0
56021,0.77,0,1
56022,0.83,0,1
56023,0.59,0,1
56024,0.74,0,1
56025,0.655,0,1
56026,0.36,0,1
56027,0.22,0,0
56028,0.4,0,0
56029,0.45,0,1
56030,0.185,0,0
56031,0.385,0,1
56032,0.44,0,1
56033,0.535,0,1
56034,0.44,0,1
56035,0.62,0,1
56036,0.985,0,1
56037,0.66,0,1
56038,0.36,0,1
56039,0.13,0,0
56040,0.41,0,0
56041,0.745,0,1
56042,0.05,0,0
56043,0.12,0,0
56044,0.975,0,1
56045,0.745,0,1
56046,0.01,0,0
56047,0.975,1,1
56048,0.465,1,1
56049,0.895,0,1
56050,0.75,0,1
56051,0.975,0,1
56052,0.79,0,1
56053,0.36,0,1
56054,0.76,0,1
56055,0.555,0,1
56056,0.95,0,1
56057,0.065,0,0
56058,0.58,0,1
56059,0.75,0,1
56060,0.78,0,1
56061,0.64,0,1
56062,0.2,0,0
56063,0.9,0,1
56064,0.805,0,0
56065,0.155,0,0
56066,0.11,0,0
56067,0.525,0,1
56068,0.135,0,0
56069,0.51,0,1
56070,0.15,0,1
56071,0.72,0,1
56072,0.22,0,0
56073,0.69,0,1
56074,0.675,0,1
56075,0.315,0,0
56076,0.845,0,1
56077,0.58,0,1
56078,0.42,0,1
56079,0.705,0,1
56080,0.27,0,0
56081,0.825,0,1
56082,0.385,0,1
56083,0.1,0,0
56084,0.425,0,1
56085,0.945,0,1
56086,0.985,0,1
56087,0.61,0,1
56088,0.055,0,1
56089,0.525,0,1
56090,0.78,0,1
56091,0.535,0,1
56092,0.84,0,1
56093,0.21,0,0
56094,0.175,0,1
56095,0.12,0,0
56096,0.845,0,1
56097,0.22,0,0
56098,0.07,0,0
56099,0.11,0,0
56100,0.12,0,0
56101,0.415,0,1
56102,0.2,0,0
56103,0.315,0,0
56104,0.28,0,0
56105,0.835,0,1
56106,0.33,0,1
56107,0.39,0,1
56108,0.165,0,0
56109,0.27,1,1
56110,0.865,0,1
56111,0.315,0,1
56112,0.325,0,1
56113,0.875,0,1
56114,0.795,0,1
56115,0.715,0,1
56116,0.765,0,1
56117,0.585,0,1
56118,0.73,0,1
56119,0.25,0,0
56120,0.575,0,1
56121,0.84,0,1
56122,0.21,0,0
56123,0.83,0,1
56124,0.77,0,1
56125,0.045,0,0
56126,0.335,0,1
56127,0.58,0,1
56128,0.355,0,1
56129,0.075,0,0
56130,0.575,0,1
56131,0.85,0,1
56132,0.455,0,1
56133,0.45,0,1
56134,0.38,0,1
56135,0.78,0,1
56136,0.66,0,1
56137,0.375,0,1
56138,0.43,0,1
56139,0.73,0,1
56140,0.58,0,1
56141,0.14,0,0
56142,0.88,0,1
56143,0.515,0,1
56144,0.46,0,1
56145,0.79,0,1
56146,0.825,0,1
56147,0.29,0,1
56148,0.52,0,1
56149,0.955,0,1
56150,0.97,0,1
56151,0.055,0,0
56152,0.04,0,1
56153,0.35,0,1
56154,0.895,0,1
56155,0.275,0,0
56156,0.2,0,1
56157,0.56,0,1
56158,0.935,0,0
56159,0.29,0,0
56160,0.25,0,1
56161,0.475,0,1
56162,0.26,0,1
56163,0.835,0,1
56164,0.19,0,1
56165,0.315,0,1
56166,0.675,0,1
56167,0.81,0,1
56168,0.1,0,0
56169,0.78,0,1
56170,0.19,0,0
56171,0.57,0,1
56172,0.75,0,1
56173,0.335,0,1
56174,0.31,0,1
56175,0.41,0,1
56176,0.295,1,1
56177,0.025,0,0
56178,0.51,0,1
56179,0.095,0,0
56180,0.77,0,1
56181,0.985,0,1
56182,0.125,0,0
56183,0.88,0,1
56184,0.14,0,0
56185,0.69,0,1
56186,0.895,0,1
56187,0.375,0,1
56188,0.285,0,0
56189,0.81,1,1
56190,0.07,0,0
56191,0.65,0,1
56192,0.8,0,1
56193,0.165,0,0
56194,0.115,0,0
56195,0.65,0,0
56196,0.93,0,1
56197,0.06,0,0
56198,0.35,0,1
56199,0.985,0,1
56200,0.265,0,0
56201,0.865,0,1
56202,0.96,0,1
56203,0.22,0,0
56204,0.2,0,1
56205,0.385,0,1
56206,0.56,0,1
56207,0.145,1,1
56208,0.89,0,1
56209,0.945,0,1
56210,0.48,0,1
56211,0.17,0,0
56212,0.63,0,1
56213,0.195,0,0
56214,0.33,0,0
56215,0.695,0,1
56216,0.945,0,1
56217,0.285,0,1
56218,0.56,0,1
56219,0.285,0,0
56220,0.56,0,1
56221,0.54,0,1
56222,0.585,0,1
56223,0.155,0,0
56224,0.98,0,1
56225,0.235,0,0
56226,0.24,0,1
56227,0.44,0,1
56228,0.555,0,1
56229,0.88,0,1
56230,0.22,0,0
56231,0.85,0,1
56232,0.26,0,0
56233,0.855,0,0
56234,0.675,0,1
56235,0.275,0,1
56236,0.05,0,0
56237,0.64,0,1
56238,0.755,0,1
56239,0.39,0,1
56240,0.205,0,0
56241,0.07,0,1
56242,0.55,1,1
56243,0.2,0,0
56244,0.29,0,0
56245,0.255,0,0
56246,0.125,0,0
56247,0.09,0,0
56248,0.38,0,1
56249,0.54,0,1
56250,0.33,0,0
56251,0.595,0,1
56252,0.88,0,1
56253,0.255,0,1
56254,0.755,0,1
56255,0.435,0,1
56256,0.63,0,1
56257,0.92,0,1
56258,0.475,0,1
56259,0.77,0,1
56260,0.435,0,1
56261,0.37,0,1
56262,0.505,0,1
56263,0.055,0,0
56264,0.665,0,1
56265,0.045,0,0
56266,0.2,0,1
56267,0.93,0,1
56268,0.055,0,0
56269,0.24,0,1
56270,0.535,0,1
56271,0.22,0,0
56272,0.53,0,1
56273,0.615,0,1
56274,0.985,0,1
56275,0.245,0,1
56276,0.96,0,1
56277,0.465,0,1
56278,0.285,0,0
56279,0.345,0,1
56280,0.745,0,1
56281,0.855,0,1
56282,0.96,1,1
56283,0.315,0,1
56284,0.22,0,1
56285,0.7,0,1
56286,0.855,0,1
56287,0.435,0,1
56288,0.955,0,1
56289,0.505,0,1
56290,0.1,0,0
56291,0.27,0,1
56292,0.835,0,0
56293,0.78,0,1
56294,0.81,0,1
56295,0.205,0,1
56296,0.55,0,1
56297,0.01,0,0
56298,0.165,0,0
56299,0.895,0,1
56300,0.175,0,0
56301,0.98,0,1
56302,0.165,0,0
56303,0.04,0,0
56304,0.54,0,1
56305,0.265,0,0
56306,0.01,0,0
56307,0.05,0,0
56308,0.08,0,0
56309,0.41,0,1
56310,0.23,0,0
56311,0.705,0,1
56312,0.555,0,1
56313,0.275,0,0
56314,0.625,0,1
56315,0.2,0,1
56316,0.62,0,1
56317,0.035,0,0
56318,0.26,0,1
56319,0.825,0,1
56320,0.09,0,0
56321,0.835,0,1
56322,0.95,0,1
56323,0.01,0,0
56324,0.525,0,1
56325,0.045,0,1
56326,0.445,0,1
56327,0.465,0,1
56328,0.975,0,1
56329,0.565,0,1
56330,0.51,0,1
56331,0.865,0,1
56332,0.465,0,1
56333,0.3,0,1
56334,0.14,0,0
56335,0.08,0,0
56336,0.035,0,0
56337,0.765,0,1
56338,0.69,0,1
56339,0.99,0,1
56340,0.815,0,1
56341,0.795,1,1
56342,0.67,0,1
56343,0.895,0,1
56344,0.24,0,0
56345,0.335,0,1
56346,0.415,0,1
56347,0.7,0,1
56348,0.89,0,1
56349,0.14,0,0
56350,0.09,0,0
56351,0.15,0,1
56352,0.56,0,1
56353,0.365,0,1
56354,0.675,0,1
56355,0.54,0,1
56356,0.835,0,1
56357,0.755,0,1
56358,0.43,0,1
56359,0.165,0,0
56360,0.18,0,0
56361,0.625,0,1
56362,0.49,0,1
56363,0.115,0,1
56364,0.38,0,1
56365,0.45,0,1
56366,0.855,0,1
56367,0.825,0,1
56368,0.34,0,0
56369,0.39,0,0
56370,0.205,0,0
56371,0.48,0,1
56372,0.265,0,1
56373,0.665,0,1
56374,0.22,0,1
56375,0.51,0,1
56376,0.83,0,1
56377,0.22,0,1
56378,0.42,0,1
56379,0.285,0,1
56380,0.675,0,1
56381,0.535,0,1
56382,0.495,0,1
56383,0.26,0,0
56384,0.77,1,1
56385,0.315,0,0
56386,0.5,0,1
56387,0.73,0,1
56388,0.855,0,1
56389,0.27,0,1
56390,0.705,0,1
56391,0.37,0,1
56392,0.2,0,0
56393,0.48,0,1
56394,0.46,0,1
56395,0.29,0,0
56396,0.49,0,1
56397,0.6,0,1
56398,0.43,0,1
56399,0.38,0,1
56400,0.735,0,1
56401,0.35,0,1
56402,0.095,0,0
56403,0.895,0,1
56404,0.865,0,1
56405,0.12,0,0
56406,0.34,0,1
56407,0.95,0,1
56408,0.985,0,1
56409,0.41,0,1
56410,0.395,0,1
56411,0.14,0,0
56412,0.295,0,1
56413,0.23,0,0
56414,0.2,0,0
56415,0.75,0,1
56416,0.01,1,0
56417,0.44,0,1
56418,0.435,0,1
56419,0.89,0,1
56420,0.655,0,1
56421,0.565,0,1
56422,0.45,0,0
56423,0.425,0,1
56424,0.105,0,0
56425,0.33,0,1
56426,0.48,0,0
56427,0.885,0,0
56428,0.685,0,1
56429,0.29,0,1
56430,0.785,0,1
56431,0.58,0,1
56432,0.2,0,0
56433,0.85,0,1
56434,0.865,0,1
56435,0.1,0,0
56436,0.34,0,1
56437,0.065,0,0
56438,0.16,0,0
56439,0.545,0,1
56440,0.44,0,1
56441,0.29,0,0
56442,0.8,0,1
56443,0.595,0,1
56444,0.675,1,1
56445,0.31,0,0
56446,0.355,0,1
56447,0.19,0,0
56448,0.525,0,1
56449,0.09,0,0
56450,0.735,0,1
56451,0.96,0,1
56452,0.885,1,1
56453,0.02,0,0
56454,0.14,0,0
